description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Poison	1			100					3	Lich King Essence Poison	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an6	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Magic	1			100					3	Lich King Essence Magic	an9	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an3	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an4	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an5	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an6	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an7	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an8	gem0					void																																																																																							0
Trap Aura Forging Lich King Essence Physical	1			100					3	Lich King Essence Physical	an9	gem0					void																																																																																							0
Aura Forging	1			100	18	202	0		3	"amul,any"	an3	gem0					useitem				craftflag			184	184	aura		108	10	10																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an4	gem0					useitem				craftflag			185	185	aura		113	15	15																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an5	gem0					useitem				craftflag			186	186	aura		104	20	20																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an6	gem0					useitem				craftflag			187	187	aura		115	10	10																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an7	gem0					useitem				craftflag			188	188	aura		103	30	30																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an8	gem0					useitem				craftflag			189	189	aura		123	21	21																																																																										0
Aura Forging	1			100	18	202	0		3	"amul,any"	an9	gem0					useitem				craftflag			183	183	aura		120	15	15																																																																										0
Remove Bad Aura Forging	1			100	18	202	177		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-177	-177	aura		100	-99	-99																an3	99																																																									0
Remove Bad Aura Forging	1			100	18	202	178		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-178	-178	aura		114	-99	-99																an4	99																																																									0
Remove Bad Aura Forging	1			100	18	202	179		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-179	-179	aura		106	-99	-99																an5	99																																																									0
Remove Bad Aura Forging	1			100	18	202	180		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-180	-180	aura		116	-99	-99																an6	99																																																									0
Remove Bad Aura Forging	1			100	18	202	181		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-181	-181	aura		105	-99	-99																an7	99																																																									0
Remove Bad Aura Forging	1			100	18	202	182		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-182	-182	aura		110	-99	-99																an8	99																																																									0
Remove Aura Forging	1			100	18	202	184		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-184	-184	aura		108	-10	-10																an3	99																																																									0
Remove Aura Forging	1			100	18	202	185		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-185	-185	aura		113	-15	-15																an4	99																																																									0
Remove Aura Forging	1			100	18	202	186		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-186	-186	aura		104	-20	-20																an5	99																																																									0
Remove Aura Forging	1			100	18	202	187		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-187	-187	aura		115	-10	-10																an6	99																																																									0
Remove Aura Forging	1			100	18	202	188		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-188	-188	aura		103	-30	-30																an7	99																																																									0
Remove Aura Forging	1			100	18	202	189		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-189	-189	aura		123	-21	-21																an8	99																																																									0
Remove Aura Forging	1			100	18	202	183		4	"amul,any"	"wms,qty=3"						useitem				craftflag			-183	-183	aura		120	-15	-15																an9	99																																																									0
All Skill Forging Set	1			100	18	202	0		4	"any,set"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Unique	1			100	18	202	0		4	"weap,uni"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Unique	1			100	18	202	0		4	"armo,uni"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Unique	1			100	18	202	0		4	"ring,uni"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Unique	1			100	18	202	0		4	"amul,uni"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Magic	1			100	18	202	0		4	"weap,mag"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
All Skill Forging Magic	1			100	18	202	0		4	"armo,mag"	map	qqq	gem0				useitem				craftflag			128	128	allskills			1	1																																																																										0
