index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Larzuk's Innovation	596	100	1			1	1	83	66	bae	Conquerer Crown		13	45000	dgry	dgry						tinkerflag2		25	35	ac%		80	160	manasteal		5	15	dmg%		100	100	nofreeze		1	1	hit-skill	Death Sentry	1	50	hit-skill	Corpse Explosion	1	50	bar		1	1	hit-skill	Amplify Damage	4	40	red-dmg%		30	30										0
The Ancients' Blessing	597	100	1			1	1	84	70	baf	Guardian Crown		13	45000	lgld	lgld						tinkerflag2		25	35	ac%/lvl	10			res-all		25	50	bar		3	3	lifesteal		4	7	skill	Increased Speed	5	10	skill	Increased Stamina	5	10	skill	Find Item	5	10	crush		50	50	sock		2	2	ease		50	50	oskill	Lightning Mastery	1	1		0
Fang's Valor	598	100	1			1	1	4	7	dr1	Wolf Head		6	10000	dred	dred						tinkerflag2		25	35	lifesteal		6	12	ac%		25	75	hp		20	30	skilltab	16	2	2	swing1		30	30	mana		20	30																						0
Shadow Crow	599	100	1			1	1	8	10	dr2	Hawk Helm		6	10000	blac	blac						tinkerflag2		25	35	light		-4	-4	skill	Raven	4	8	mana		20	50	hp		20	50	skill	Thunderclaws	2	4	res-all		10	15																						0
Alizee's Flaming Horns	600	100	1			1	1	16	16	dr3	Antlers		7	15000	cred	cred						tinkerflag2		25	35	fireskill		1	2	mana		20	40	light		5	5	res-fire		40	40	res-fire-max		1	3	dmg-fire/lvl	40			dmg-fire		25	50	balance2		20	20														0
Razor Beak	601	100	1			1	1	20	19	dr4	Falcon Mask		8	20000	lred	lred						tinkerflag2		25	35	str		10	20	mana-kill		2	4	manasteal		3	6	res-all		15	15	att%/lvl	4			dex		10	20	deadly		30	30	swing1		20	20														0
Starwolf's Facade	602	100	1			1	1	22	24	dr5	Spirit Mask		8	20000	dyel	dyel						tinkerflag2		25	35	lifesteal		3	6	manasteal		3	6	dex/lvl	4			enr/lvl	4			skill	Feral Rage	2	10	skill	Maul	2	10	skill	Shape Shifting	3	5	dru		1	1														0
Con Dar Warpaint	603	100	1			1	1	35	30	dr6	Alpha Helm		9	25000	oran	oran						tinkerflag2		25	35	ac%		50	100	res-all		10	25	life		50	100	enepercent		10	20	dru		1	1	skilltab	15	1	3	extra-summ		10	15																		0
Ravenlord	604	100	1			1	1	40	34	dr7	Griffon Headress		10	30000	blac			invdr2				tinkerflag2		25	35	skill	Raven	10	15	skill	Thunderclaws	10	15	vit		20	20	enr		20	20	move1		30	30	res-all		25	30	dru		1	1	passive-summ-elemental-resist		10	20	pierce-ltng		10	15										0
Horns of Allesthir	605	100	1			1	1	46	33	dr8	Hunter's Guise		10	30000	oran	oran						tinkerflag2		25	35	ac		40	80	res-all		30	45	ease		15	15	strpercent		10	20	str/lvl	4			crush/lvl	4			balance1		20	20	deadly/lvl	4																0
Phoenix Tail	606	100	1			1	1	50	40	dr9	Sacred Feathers		11	35000	lgld	lgld						tinkerflag2		25	35	res-fire		40	80	hp/lvl	16			res-fire-max		1	4	regen		150	150	skill	Firestorm	4	12	kill-skill	Volcano	5	25	kill-skill	Fire Claws	10	30	ac%		80	130	fireskill		1	3	pierce-fire		10	15						0
Jalal's Mane	607	100	1			1	1	50	42	dra	Totemic Mask		11	35000	oran	oran						tinkerflag2		25	35	skilltab	16	2	2	pierce-fire		10	15	pierce-cold		10	15	pierce-ltng		10	15	swing2		20	20	dmg-norm		10	20	hit-skill	Lower Resist	2	26																		0
Necromancer's Essense	608	100	1			1	1	55	46	drb	Blood Spirt		11	35000	blac	dgry		invencromanceressence				tinkerflag2		25	35	ac%		80	150	red-dmg%		10	15	oskill	Raise Skeleton	10	10	oskill	Skeleton Mastery	10	10	gethit-skill	Bone Armor	5	40	hit-skill	Amplify Damage	10	50	allskills		1	1	oskill	Summon Skeleton King	1	1	swing2		30	30	extra-summ		10	20						0
Mojabi's Face	609	100	1			1	1	69	55	drc	Sun Spirit		12	40000	dgrn			invdr2				tinkerflag2		25	35	ac%		110	160	dmg-fire		400	500	kill-skill	Firestorm	15	50	res-fire/lvl	6			res-fire-max		1	5	skill	Fire Claws	3	6	dmg-fire/lvl	80			kill-skill	Flameburst	15	45	dru		1	1	pierce-fire		10	20						0
Tetonic Horns	610	100	1			1	1	76	61	drd	Earth Spirit		13	45000	dyel	dyel						tinkerflag2		25	35	oskill	Amplify Damage	10	20	skill	Elemental Form	5	10	extra-wind		10	30	red-dmg%		10	20	strpercent		10	30	balance2		40	40	res-ltng		30	60	dmg/lvl	10																0
Aire Libre	611	100	1			1	1	83	66	dre	Sky Spirit		13	45000	cgrn	cgrn						tinkerflag2		25	35	pierce-cold		10	20	oskill	Lower Resist	4	10	nofreeze		1	1	extra-cold		10	30	cast2		30	40	enr		10	50	dmg-cold	250	300	500	ac%		100	190														0
Beast of the Night	612	100	1			1	1	84	70	drf	Dream Spirit		13	45000	blac			invdr5				tinkerflag2		25	35	hit-skill	Lower Resist	4	36	oskill	Pierce	1	3	oskill	Strafe	2	10	hit-skill	Fire Claws	1	50	hit-skill	Freezing Claws	1	50	hit-skill	SCharged Strike	1	50	move2		50	50	ac%		120	170														0
Wirt's Skull	613	100	1			1	1	4	7	ne1	Preserved Head		6	10000	oran	oran						tinkerflag2		25	35	ac		10	20	mag%		50	100	gold%		100	200	dex		10	20	skill	Amplify Damage	2	4	skill	Poison Dagger	1	3	pierce-pois		5	10	dmg-pois	75	341	682														0
Corpsefire's Head	614	100	1			1	1	8	10	ne2	Zombie Head		6	10000	cblu			invne2				tinkerflag2		25	35	ac		18	18	block		5	5	block2		30	30	dmg-cold	150	25	50	res-cold		25	25	hit-skill	Amplify Damage	50	10	hit-skill	Corpse Explosion	5	5	res-fire		25	25														0
Radament's Rotting Skull	615	100	1			1	1	16	16	ne3	Unraveller Head		7	15000	dgld	dgld		invradament				tinkerflag2		25	35	ac		35	35	skilltab	7	2	2	skill	Poison Explosion	2	4	skill	Raise Skeleton	2	4	res-pois		50	50	res-pois-max		1	3	regen-mana		15	30	extra-summ		5	10	skill	Skeleton Mastery	2	4										0
Pitspawn's Gaze	616	100	1			1	1	20	19	ne4	Gargoyle Head		8	20000	dgry	dgry						tinkerflag2		25	35	block		1	5	block2		30	30	nec		1	1	skilltab	6	1	2	hit-skill	Weaken	5	15	res-ltng		40	40																						0
Andariel's Face	617	100	1			1	1	24	22	ne5	Demon Head		8	20000	oran	oran						tinkerflag2		25	35	ac		40	40	skilltab	6	2	4	skilltab	7	1	2	dmg-pois	50	1930	3860	res-cold		40	40	res-pois		50	50	res-all-max		1	3	res-fire		-20	-20	res-ltng		40	40	kill-skill	Poison Nova	10	10						0
Ancient Kaa's Soul	618	100	1			1	1	35	30	ne6	Mummified Trophy		9	25000	blac	blac						tinkerflag2		25	35	nec		1	1	skilltab	7	1	1	ac%		50	150	block		1	3	swing2		10	20	res-all		25	25	hit-skill	Hells Gate	3	25	extra-mag2		10	15														0
Red Death's Madness	619	100	1			1	1	40	34	ne7	Fetish Trophy		10	30000	cred	cred						tinkerflag2		25	35	skilltab	7	3	3	ac		60	120	abs-fire/lvl	4			mana%		10	15	dex		20	20	skill	Bone Spear	3	6	skill	Hells Gate	3	6	mana-kill		5	10														0
The Grim Compass	620	100	1			1	1	46	33	ne8	Sexton Trophy		10	30000	blac	blac						tinkerflag2		25	35	nec		1	1	swing2		20	20	dmg-demon		400	400	dmg-undead		400	400	aura	Sanctuary	5	10	res-all		30	30	lifesteal		6	8	manasteal		6	8														0
Disturbing Visions	621	100	1			1	1	50	36	ne9	Cantor Trophy		11	35000	lpur	lpur						tinkerflag2		25	35	skilltab	7	2	2	skilltab	8	2	2	hp		50	50	manasteal		6	18	res-all		25	25	skill	Amplify Damage	10	15	skill	Poison Mastery	10	15	skill	Lower Resist	10	15	ac		50	100	block		1	4						0
Homunculus	622	100	1			1	1	50	42	nea	Heirophant Trophy		11	35000	cblu	cblu						tinkerflag2		25	35	nec		1	1	skilltab	8	2	2	ac		100	150	block2		20	20	move1		20	20	res-all		40	40	skill	Corpse Explosion	2	4	extra-summ		10	15	skill	Undead Frenzy	5	10										0
Splitskull Shield	623	100	1			1	1	55	45	neb	Minion Skull		11	35000	blac	blac						tinkerflag2		25	35	skilltab	7	1	2	block		1	5	block3		40	40	red-dmg%		10	10	red-mag		25	50	skill	Bone Armor	2	4	skill-rand	20	66	95	ac		100	200	pierce-pois		10	20										0
Head of the Cerberus	624	100	1			1	1	69	55	neg	Hellspawn Skull		12	40000	dgry	dgry						tinkerflag2		25	35	nec		1	3	ac%		80	120	abs-fire/lvl	4			res-all		30	30	vit		20	20	oskill	Summon Fenris	30	30	oskill	Ferocious Bite	20	20	extra-summ		5	15	cast2		30	30										0
Shenk's Mask	625	100	1			1	1	76	61	ned	Overseer Skull		13	45000	blac	blac						tinkerflag2		25	35	skilltab	8	1	3	ac%		100	150	str		30	30	hit-skill	Amplify Damage	6	36	hit-skill	Corpse Explosion	5	40	res-fire		75	75	aura	Vigor	2	10	skill	Undead Frenzy	15	20	extra-summ		10	15										0
Winged Embrace	626	100	1			1	1	83	66	nee	Succubae Skull		13	45000	dblu	dblu						tinkerflag2		25	35	nec		2	2	skilltab	7	1	3	block		1	5	block2		20	20	res-all		50	50	dex		15	30	cast1		30	30	move2		30	30	pierce-pois		5	15	extra-mag2		5	15						0
Dracula's Wit	627	100	1			1	1	84	70	nef	Bloodlord Skull		13	45000	cred	cred						tinkerflag2		25	35	nec		1	1	ac%		90	140	vitpercent		10	40	red-mag		8	8	lifesteal		25	50	balance3		30	30	oskill	Teleport	1	1	skill	Killer Scythe	10	20	red-dmg%		10	20	kill-skill	Corpse Explosion	50	50	kill-skill	Poison Explosion	50	50		0
Dogma	628	100	1			1	1	4	8	pa1	Targe		6	10000	lblu	lblu						tinkerflag2		25	35	skill	Prayer	2	4	skill	Holy Bolt	4	8	res-all-max		1	3	sock		2	2	block		1	3	res-all		40	40																						0
Archer's Bane	629	100	1			1	1	8	10	pa2	Rondache		6	10000	oran	oran						tinkerflag2		25	35	ac-miss		250	250	res-all		20	20	sock		1	1	gethit-skill	Arrow Hit Skill	25	5	thorns		100	200																										0
Diablo's Crest	630	100	1			1	1	16	16	pa3	Heraldic Shield		7	15000	dred	dred		invpa3				tinkerflag2		25	35	ac%		50	150	block		1	3	res-fire-max		1	3	res-ltng-max		1	3	res-fire		30	45	res-ltng		30	45	skill	Holy Fire	4	8	skill	Resist Fire	4	8	att-skill	Firestorm	25	15	gethit-skill	Nova	33	10						0
The Bishop	631	100	1			1	1	20	19	pa4	Aerin Shield		8	20000	lblu	lblu						tinkerflag2		25	35	ac%		50	150	pal		1	1	swing2		30	30	res-all		25	25	dmg-norm		10	20	move1		30	30	hit-skill	Holy Bolt	5	20																		0
King's Blessing	632	100	1			1	1	32	32	pa5	Crown Shield		8	20000	lgld	lgld						tinkerflag2		25	35	oskill	Call of the Wild	1	5	extra-summ		5	15	pal		1	1	life		25	50	mana		25	50	skill	Holy Shield	3	6	swing2		20	20	move2		15	15														0
Gorgon Slayer	633	100	1			1	1	35	30	pa6	Akaran Targe		9	25000	dgry	dgry		invpa1				tinkerflag2		25	35	ac		25	75	block		1	4	freeze		2	3	nofreeze		1	1	skilltab	10	2	2	skilltab	9	2	2	res-pois		50	70	res-cold		50	70	pierce-ltng		10	15	pierce-fire		10	15						0
Hadriel's Barricade	634	100	1			1	1	40	34	pa7	Akaran Rondache		10	30000	bwht	bwht						tinkerflag2		25	35	pal		1	1	skill	Thorns	5	10	thorns/lvl	40			thorns		250	500	hit-skill	Static Field	6	15	skill	Holy Shock	2	6	res-ltng		75	75																		0
Wall of the Crusader	635	100	1			1	1	46	38	pa8	Protector Shield		10	30000	blac	blac						tinkerflag2		25	35	ac		50	150	block		1	4	block3		30	30	sock		3	3	skill	Defiance	1	6	red-dmg%		15	15																						0
Herald of Zakarum	636	100	1			1	1	50	42	pa9	Aerin Shield		11	35000	lblu	lblu						tinkerflag2		25	35	kill-skill	Fist of the Heavens	20	40	pierce-ltng		10	15	extra-ltng		10	15	hp%		10	20	enepercent		10	20	swing2		30	30	block2		50	50	hit-skill	Crucify	1	20														0
Imperial War Guard	637	100	1			1	1	51	42	paa	Royal Shield		11	35000	lgld	lgld						tinkerflag2		25	35	pal		2	2	ac%		50	90	res-all		40	40	vit		25	25	vitpercent		10	20	gethit-skill	Judgement	20	40	gethit-skill	Fist of the Heavens	30	50	red-dmg%		10	15														0
Faith	638	100	1			1	1	63	51	pab	Sacred Targe		12	40000	lgry	lgry						tinkerflag2		25	35	aura	Fanaticism	30	30	gethit-skill	Shade Armor	2	50	swing2		30	30	cast2		30	30	pal		1	2	gethit-skill	Fade	2	50	gethit-skill	Mind Blast	5	50	hp		1	200														0
Godspeed	639	100	1			1	1	70	56	pac	Sacred Rondache		13	45000	whit	whit						tinkerflag2		25	35	move3		40	40	aura	Vigor	5	15	stam		100	300	swing2		40	40	cast2		40	40	block2		40	40	balance2		40	40	oskill	Teleport	1	1														0
Heaven's Gate	640	100	1			1	1	74	59	pad	Ancient Shield		13	45000	bwht	bwht						tinkerflag2		25	35	pal		2	2	block		1	5	extra-mag2		10	20	hit-skill	Poison Mastery	4	46	hit-skill	Blessed Hammer	2	60	hit-skill	Holy Bolt	2	60	rip		1	1	res-all		45	45	light		20	25	skill	Aura of Divinity	5	10						0
Leader of the Light	641	100	1			1	1	82	65	pae	Zakarum Shield		13	45000	whit	whit						tinkerflag2		25	35	res-all		40	50	light		25	25	kill-skill	Judgement	20	50	sock		2	2	aura	Aura of Divinity	1	6	regen		250	250																						0
Black Hole	642	100	1			1	1	84	70	paf	Vortex Shield		13	45000	blac			invblackhole				tinkerflag2		25	35	red-dmg%		25	25	light		-5	-5	oskill	370	1	1	oskill	Cold Enchant	5	15	pierce-cold		20	30	enepercent		10	30	dmg-cold	250	500	1000	dmg-cold/lvl	80																0
Roaring Thunder	643	100	1			2	1	50	40	amu	Amulet		11	35000				invamu6				skilltab	4	5	5	oskill	Lightning Mastery	1	1	res-ltng-max		5	10	light-thorns		75	75	att		150	200	oskill	Thunder Storm Sorc	1	1	ltng-min		1	1	ltng-max		150	200	res-ltng/lvl	4																0
Iron Thimble	644	100	1			2	1	50	40	rin	Ring		11	35000	blac	blac		invrin6				hp		20	40	red-dmg%		20	20	oskill	Concentrate	7	10	skilltab	12	3	3	thorns/lvl	80			ac/lvl	40			red-dmg		10	15	heal-kill		12	18																		0
Sightless Archer	645	100	1			1	1	30	35	ci4	Faceguard		8	20000	cgrn	cgrn						tinkerflag2		25	35	ac-miss		350	500	sock		2	2	oskill	Multiple Shot	1	1	oskill	Phantom Hatchets	1	1	charged	Valkyrie	30	16	dex		-10	-10	pierce		30	30	ltng-min		1	1	ltng-max		120	180	charged	Inner Sight	30	16						0
Manifer of Slugger	646	100	1			1	1	22	20	kkl	Brass Knuckle		8	20000	lyel	lyel						tinkerflag2		25	35	dmg%		80	130	oskill	Sword Mastery	1	1	skilltab	13	1	1	dmg/lvl	8			lifesteal		6	9	swing1		15	15	deadly		20	20	att		100	200	regen-mana		25	50	skilltab	20	1	1						0
Tattooed Palm	647	100	1			1	1	45	42	9kl	Tekko		10	30000	lpur	lpur						tinkerflag2		25	35	dmg%		150	190	dmg%/lvl	16			reduce-ac		50	50	oskill	Eagle Eye	5	15	oskill	Whirlwind	1	5	slow		15	25	swing2		30	30	dmg-mag		150	150	thorns		1500	2000										0
Thundergod's Anger	648	100	1			1	1	70	67	0kl	Raging Knuckle		13	45000				invthundergod				tinkerflag2		25	35	dmg%		250	300	dmg-ltng		1	2000	allskills		1	1	oskill	Lightning Mastery	1	1	oskill	SThunder Storm Bar	15	15	skill	SThunder Storm Bar	12	12	ignore-ac		1	1	str		20	20	abs-ltng		20	20	pierce-ltng		10	15						0
Damage Augmenter	649	100	1			1	1	1	1	cm7	Large Charm	1	1	1	whit	whit		invch12				oskill	455	1	1	oskill	456	1	1	oskill	458	1	1	craftflag		1	1																																		0
Uni Ore 0	650	100	1			1	1	1	1	ore	Ore		1	220000								xtal-00		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 1	651	100	1			1	1	1	1	ore	Ore		1	220000								xtal-01		2	4	xtal-00		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 2	652	100	1			1	1	1	1	ore	Ore		1	220000								xtal-02		2	4	xtal-01		0	1	xtal-01		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 3	653	100	1			1	1	1	1	ore	Ore		1	220000								xtal-03		2	4	xtal-01		0	1	xtal-02		0	1	xtal-00		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 4	654	100	1			1	1	1	1	ore	Ore		1	220000								xtal-04		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-00		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 5	655	100	1			1	1	1	1	ore	Ore		1	220000								xtal-05		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-00		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 6	656	100	1			1	1	1	1	ore	Ore		1	220000								xtal-06		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-00		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 7	657	100	1			1	1	1	1	ore	Ore		1	220000								xtal-07		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-00		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 8	658	100	1			1	1	1	1	ore	Ore		1	220000								xtal-08		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-00		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 9	659	100	1			1	1	1	1	ore	Ore		1	220000								xtal-09		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-00		0	1	xtal-10		0	1	xtal-11		0	1		0
Uni Ore 10	660	100	1			1	1	1	1	ore	Ore		1	220000								xtal-10		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-00		0	1	xtal-11		0	1		0
Uni Ore 11	661	100	1			1	1	1	1	ore	Ore		1	220000								xtal-11		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-00		0	1		0
Uni Ore 12	662	100	1			1	1	1	1	ore	Ore		1	220000								xtal-00		0	2	xtal-01		0	2	xtal-02		0	2	xtal-06		0	2	xtal-07		0	2	xtal-08		0	2																										0
Uni Ore 13	663	100	1			1	1	1	1	ore	Ore		1	220000								xtal-03		0	2	xtal-04		0	2	xtal-05		0	2	xtal-09		0	2	xtal-10		0	2	xtal-11		0	2																										0
Uni Ore 14	664	100	1			1	1	1	1	ore	Ore		1	220000								xtal-00		0	2	xtal-02		0	2	xtal-04		0	2	xtal-06		0	2	xtal-08		0	2	xtal-10		0	2																										0
Uni Ore 15	665	100	1			1	1	1	1	ore	Ore		1	220000								xtal-01		0	2	xtal-03		0	2	xtal-05		0	2	xtal-07		0	2	xtal-09		0	2	xtal-11		0	2																										0
Cold Rupture	666	100				1		69	75	cm3	charm		3	5000	lblu	lblu						pierce-immunity-cold		300	300	res-cold		-90	-70																																										0
Flame Rift	667	100				1		69	75	cm3	charm		3	5000	lred	lred						pierce-immunity-fire		300	300	res-fire		-90	-70																																										0
Crack of the Heavens	668	100				1		69	75	cm3	charm		3	5000	lyel	lyel						pierce-immunity-light		300	300	res-ltng		-90	-70																																										0
Rotting Fissure	669	100				1		69	75	cm3	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		300	300	res-pois		-90	-70																																										0
Bone Break	670	100				1		69	75	cm3	charm		3	5000	whit	whit						pierce-immunity-damage		300	300	red-dmg%		-20	-10																																										0
Black Cleft	671	100				1		69	75	cm3	charm		3	5000	lgry	lgry						pierce-immunity-magic		300	300	res-mag		-65	-45																																										0
Burning Sleeve	672	100	1			1	1	29	27	arm	Battering Arm		9	25000	cred	cred						tinkerflag2		25	35	dmg%		110	150	red-dmg%		10	15	str/lvl	8			dex/lvl	8			crush		25	25	dmg-fire/lvl	16			sock		1	1	dmg-fire		100	200	hit-skill	Fire Wall	2	25	pierce-fire		10	10						0
Black Gypsum	673	100	1			1	1	49	46	9rm	Rock Buster		11	35000	blac	blac						tinkerflag2		25	35	dmg%		200	300	dmg-demon		200	300	oskill	Stun	10	10	skill	Stun	13	13	mana		33	33	swing2		33	33	crush		33	33	ac%		33	33	heal-kill		100	100	dmg-norm		20	30	red-dmg%		20	30		0
Protection Circuit	674	100	1			1	1	73	70	0rm	Wrecking Arm		13	45000	whit	whit						tinkerflag2		25	35	dmg%		200	250	sock		2	2	oskill	Energy Shield	20	30	gethit-skill	Time Stop	25	50	red-dmg%		20	30	dmg-to-mana		200	300	manasteal		20	30	allskills		1	1	swing2		20	20	dmg/lvl	16								0
The Gnasher	675	0	1			0	1	7	3	p01	Hand Axe		5	5000	dyel							sock		2	2	tinkerflag2		25	35	str		8	8	deadly		20	20	crush		20	20	dmg%		60	70																					allskills		1	1		0
Deathspade	676	0	1			0	1	12	6	p02	Axe		5	5000	dgld							sock		2	2	tinkerflag2		25	35	stupidity		1	1	dmg-min		8	8	att%		15	15	mana-kill		4	4	dmg%		60	70																	allskills		1	1		0
Bladebone	677	0	1			0	1	20	10	p03	Double Axe		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	dmg-undead		100	100	att-undead		40	40	swing2		20	20	ac		20	20	fire-min		8	8	fire-max		12	12	dmg%		30	50									allskills		1	1		0
Mindrend	678	0	1			0	1	28	14	p04	Military Pick		5	5000	lgrn							sock		2	2	tinkerflag2		25	35	stupidity		2	2	regen-mana		20	20	ltng-min		1	1	ltng-max		12	15	att		50	100	dmg%		60	100	deadly		15	15									allskills		1	1		0
Rakescar	679	0	1			0	1	36	18	p05	War Axe		5	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	pois-min		128	128	pois-max		128	128	pois-len		75	75	att		50	50	res-pois		50	50	dmg%		75	150	swing2		30	30									allskills		1	1		0
Fechmars Axe	680	0	1			0	1	11	5	p06	Large Axe		5	5000	lpur	lpur						sock		2	2	tinkerflag2		25	35	dmg%		70	90	freeze		3	3	res-cold		50	50	light		2	2																					allskills		1	1		0
Goreshovel	681	0	1			0	1	19	9	p07	Broad Axe		5	5000	dpur	dpur						sock		2	2	tinkerflag2		25	35	swing3		30	30	str		25	25	crush		40	40	dmg%		40	50	dmg-max		9	9																	allskills		1	1		0
The Chieftan	682	0	1			0	1	26	13	p08	Battle Axe		5	5000	oran							sock		2	2	tinkerflag2		25	35	dmg%		100	100	res-all		10	20	mana-kill		6	6	swing2		20	20	dmg-ltng		1	40																	allskills		1	1		0
Brainhew	683	0	1			0	1	34	17	p09	Great Axe		5	5000	whit							sock		2	2	tinkerflag2		25	35	dmg-min		14	14	mana		25	25	light		4	4	manasteal		10	13	dmg%		50	80	dmg-fire		15	35													allskills		1	1		0
The Humongous	684	0	1			0	1	39	20	p10	Giant Axe		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	str		20	30	dmg-min		8	8	dmg-max		15	25	crush		33	33	ease		20	20	dmg%		80	120													allskills		1	1		0
Iros Torch	685	0	1			0	1	7	3	p11	Wand		5	5000	cred							sock		2	2	tinkerflag2		25	35	nec		1	1	lifesteal		6	6	dmg-fire		5	9	light		3	3	enr		10	10	regen-mana		5	5													allskills		1	1		0
Maelstromwrath	686	0	1			0	1	19	9	p12	Yew Wand		5	5000	dblu	dblu						sock		2	2	tinkerflag2		25	35	ltng-min		1	1	ltng-max		9	9	res-ltng		40	40	mana		13	13	cast2		30	30	skill	Iron Maiden	1	3	skill	Amplify Damage	1	3	skill	Terror	1	3	skill	Corpse Explosion	1	3	allskills		1	1		0
Gravenspine	687	0	1			0	1	27	14	p13	Bone Wand		5	5000	cgrn							sock		2	2	tinkerflag2		25	35	str		10	10	dex		10	10	cold-min		4	4	cold-max		8	8	cold-len		75	75	manasteal		5	5	nec		2	2	mana		25	50					allskills		1	1		0
