skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	srvstopfunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	useServerMissilesOnRemoteClients	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	passivestate	passiveitype	passivereqweaponcount	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passivestat6	passivecalc6	passivestat7	passivecalc7	passivestat8	passivecalc8	passivestat9	passivecalc9	passivestat10	passivecalc10	passivestat11	passivecalc11	passivestat12	passivecalc12	passivestat13	passivecalc13	passivestat14	passivecalc14	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltstopfunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	KeepCursorStateOnKill	ContinueCastUnselected	ClearSelectedOnHold	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemUseRestrict	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	localdelay	globaldelay	leftskill	rightskill	repeat	alwayshit	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	prgchargestocast	prgchargesconsumed	passive	progressive	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	calc6	*calc6 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	Param9	*Param9 Description	Param10	*Param10 Description2	Param11	*Param11 Description	Param12	*Param12 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add	*eol
Royal Strike Ice	510		royal strike	23	35		1	40	143	41		max(1,4-lvl/10)	10+lvl/3					royalstrikemeteorcenter	royalstrikechainlightning	royalstrikechaosice				progressive_other		1500	par1	progressive_other		progressive_tohit	par7																		passive_cold_mastery	stat('passive_cold_mastery'.accr)																																																													14	83	15		royalstrikemeteorcenter	royalstrikechainlightning	royalstrikechaosice										1	0		h2h	3	mele										SQ	A1	A2	16			1		1	1								1															30	20								1						1	1					1	8	4	0	1									1		par2												12	radius of jump to next target	10	radius of meteor explosion	100	Frames of fire	0	Frames of fire per level					25	tohit bonus for each charge-up	5	damage synergy									1	105	15		4				8															cold	2	2	4	4	6	6	4	4	4	6	8	8	(skill('Fists of Fire'.blvl)+skill('Claws of Thunder'.blvl)+skill('Blades of Ice'.blvl))*par8	100	15	15	15		4	-3		100	0
Dragon Claw	511		dragon claw	25	46																																																																																									assassin_kick_1																																	1	0		h2h	3	h2h					h2h					SQ	A1	xx	16			1		1	1								1															18	25					Tiger Strike									1	1		1			1	8	2	0	1					1	0	3				ln12+(skill('Dragon Talon'.blvl)+skill('Dragon Tail'.blvl)+skill('Dragon Flight'.blvl)+skill('Weapon Block'.blvl)+skill('Tiger Strike'.blvl)+skill('Royal Strike'.blvl))*par8	damagepercent											100	% Damage bonus	18	% damage per level											12	damage synergy									1	75	25						8	128																																	4			100	0
Dragon Flight	512		dragon flight	12	52																						par7																																																																		1	sorceress_teleport							dragonflight							5																	1		1	0		rng	4											SQ	A1	xx	21							1							1															24	20					Dragon Claw							25		1	1		1			1	8	15	0	1					1	0	3																200	% Damage bonus	30	% damage per level									36	range											1	150	25					1	8																																		13			100	0
Iron Claws	513		iron claws	58	2																	assassinfistimpact		ironclaws				item_damagetargetac	-ln12	item_ignoretargetac	1	item_openwounds	dm34	item_crushingblow	dm34																																																																																												1	0		h2h												A1	A1	xx				1		1	1								1															12	25					Shape Shifting			1						1	1					1	8	4	0	1											ln56+(skill('Feral Rage'.blvl)+skill('Maul'.blvl)+skill('Fire Claws'.blvl)+skill('Fury'.blvl)+skill('SCharged Strike'.blvl))*par8	dmg%											20	dmg-ac	20	dmg-ac/lvl	0	ow/cb min	60	ow/cb max	50	dmg%	15	dmg%/lvl			10	damage synergy									1	100	25						8	128																																					0
Shock Wave Mon	514		shock wave		8													shockwave	shockwave																																																																																										17						shockwave	shockwave											1	0		none												SC	SC	SC				1																										24	20					Maul			2	bear					1	1					1	8	7	0	1											4+(lvl/5)	# missiles											6	stun length	0	stun length per level											18	damage synergy									1								8		8	2	4	16	26	36	14	3	6	18	28	38	(100+(skill('Hunger'.blvl)+skill('Maul'.blvl))*par8)*(100+stat('passive_wind_mastery'.accr))/100-100																						640	40000	0
Dopplezon	515		dopplezon		49																			dopplezonnew		750		fireresist	"min(lvl*par7,85)"	lightresist	"min(lvl*par7,85)"	coldresist	"min(lvl*par7,85)"	poisonresist	"min(lvl*par7,85)"																tohit	(200 + lvl*par2) * (100 + skill('Penetrate'.ln12)) / 100																									dopplezonnew	dopplezonnew	"max(1, 1 + ((blvl<15)?0:1) + ((blvl<25)?0:1)	NU	DoppleZonStrafe	lvl	Critical Strike	skill('Critical Strike'.blvl)	Pierce	skill('Pierce'.blvl)	Penetrate	skill('Penetrate'.blvl)						amazon_valkyrie_cast																																	1	8		none												SC	SC	xx				1	4																									18	25															1					1	7	10	1	1																							15	Pluse % HP per level	50	plus to hit per level	5	Min % resist all	90	Max % resist all	24	base item quality level	3	item quality per level			10	damage synergy									1								8		35	4	6	9	12	15	50	6	8	11	14	17	(skill('Strafe'.blvl)+skill('Valkyrie'.blvl))*par8+stat('passive_summ_mastery'.accr)	mag																					896	80000	0
SEruption Mon	516		seruption		28													serruption center																																																																												druid_firecast_a											druid_fire_cast_2				28						serruption center												1	0		none												SC	SC	xx				1	4				1											1							druid_firecast_a	druid_fire_cast_2		6	30					Blaze							15	15	1	1					1	7	26	1	1											par1	radius	par2	frequency									7	radius	6	Missile delay	0	Change duration in Missiles.xls									7	damage synergy									1								8															fire	6	6	12	18	24	24	12	6	12	18	24	24	(skill('Blaze'.blvl)+skill('Fire Wall'.blvl)+skill('Nova'.blvl))*par8										0
Oak Sage	517		oak sage		119																							fireresist	"min(75,10+lvl)"	coldresist	"min(75,10+lvl)"	lightresist	"min(75,10+lvl)"	poisonresist	100	armorclass	par4*lvl												item_armor_percent	par2*lvl																											oaksage	totem1	1+skill('Cow Balloon'.blvl)/5	NU	Oak Sage Aura	lvl+stat('item_summskills'.accr)												druid_summon																																	1	0		none												SC	SC	xx				1	4																									6	30					Cow Balloon			1						0	1					1	8	15	1	1	1										par1*(lvl+skill('Cow Balloon'.blvl)+skill('Heart of Wolverine'.blvl)+skill('Spirit of Barbs'.blvl))	hp %	ulvl	pet lvl	(par3+ast5)*(100+pst1)/100	Def calc for display							20	hp% per level	5	def% per level	90	base def for display	5	def per level	20	aura effect for display	6	aura effect/lv for display	30	aura range for display	1	aura range/lvl for display									1								8																																					100	0
Heart of Wolverine	518		heart of wolverine		119																							fireresist	"min(75,10+lvl)"	coldresist	"min(75,10+lvl)"	lightresist	"min(75,10+lvl)"	poisonresist	100	armorclass	par4*lvl												item_armor_percent	par2*lvl																											heartofwolverine	totem2	1+skill('Cow Balloon'.blvl)/5	NU	Wolverine Aura	lvl+stat('item_summskills'.accr)												druid_summon																																	1	0		none												SC	SC	xx				1	4																									18	25					Oak Sage			1						0	1					1	8	20	1	1	1										par1*(lvl+skill('Cow Balloon'.blvl)+skill('Oak Sage'.blvl)+skill('Spirit of Barbs'.blvl))	hp %	ulvl	pet lvl	(par3+ast5)*(100+pst1)/100	Def calc for display							20	hp% per level	5	def% per level	100	base def for display	5	def per level	20	aura effect for display	6	aura effect/lv for display	30	aura range for display	1	aura range/lvl for display									1								8																																					100	0
Spirit of Barbs	519		spirit of barbs		119																																												poisonresist	100	maxpoisonresist	100																									spiritofbarbs	totem3	1+skill('Cow Balloon'.blvl)/5	NU	Barbs Aura	lvl+stat('item_summskills'.accr)												druid_summon																																	1	0		none												SC	SC	xx				1	4																									30	20					Heart of Wolverine			1						0	1					1	8	25	1	1	1										par1*(lvl+skill('Cow Balloon'.blvl)+skill('Oak Sage'.blvl)+skill('Heart of Wolverine'.blvl))	HP %	ulvl	Summon Pet Level (Min=1)									25	HP % per level	0	Bonus Level											2	Radius per level (must match Barbs Aura Param2)									1								8		32	9	18	27	36	45																													896	64000	0
Vines	520		vines		115																			vine_beast				fireresist	"min(75,10+lvl)"	coldresist	"min(75,10+lvl)"	lightresist	"min(75,10+lvl)"	poisonresist	"min(75,10+lvl)"	armorclass	par4*lvl												item_armor_percent	par2*lvl																											vinecreature	vines	1+blvl/5	S1	VineCycler	lvl+stat('item_summskills'.accr)	Plague Poppy	skill('Plague Poppy'.blvl)	Cycle of Life	skill('Cycle of Life'.blvl)	Arctic Blast	skill('Arctic Blast'.blvl)	Hurricane	skill('Hurricane'.blvl)				druid_summon																																	1	0		none												SC	SC	xx				1	4																									24	20					Cycle of Life			1						0	1					1	8	24	2	1	1										par1*(lvl+skill('Cow Balloon'.blvl))	hp %	ulvl	pet lvl	(par3+ast5)*(100+pst1)/100	Def calc for display							20	hp% per level	5	def% per level	100	base def for display	6	def per level							10	damage synergy									1								8															cold	6	6	9	12	15	15	12	6	9	12	15	15	(skill('Hurricane'.blvl)+skill('Plague Poppy'.blvl)+skill('Cycle of Life'.blvl))*par8	100								100	0
Cow Balloon	521		cow balloon		15																			cowballoon				item_attackertakeslightdamage	edmn*(100+skill('SCharged Strike'.blvl)*par8)/100	item_attackertakesdamage	edmn*(100+skill('Spirit of Barbs'.blvl)*par8)/100	armorclass_vs_missile	lvl*500																																												cowdecoy	dopplezon	(lvl < 4) ?lvl:(2+lvl/3)	NU												dopllezon_appear		amazon_valkyrie_cast																																	1	4		none												SC	SC	xx				1	4															1										1	30								1						0	1					1	7	14	-1	1	1										lvl*par4	bonus hp%	ln12	duration	par3	%hp of caster							400	duration of decoy	5	duration per level	5	percent hitpoints of caster	0	hp % bonus per level	2	# of balloon	2	additional balloon per #lvl	0	resistances	10	damage synergy									1								8																24	15	30	60	120	120																	0
Plague Poppy	522		plague poppy		115																			vine_beast				fireresist	"min(75,10+lvl)"	coldresist	"min(75,10+lvl)"	lightresist	"min(75,10+lvl)"	poisonresist	"min(75,10+lvl)"	armorclass	par4*lvl												item_armor_percent	par2*lvl																											plaguepoppy	plaguevine	1+blvl/5	S1	Vine Attack	lvl+stat('item_summskills'.accr)	Cycle of Life	skill('Cycle of Life'.blvl)	Vines	skill('Vines'.blvl)	Rabies	skill('Rabies'.blvl)						druid_summon																																	1	0		none												SC	SC	xx				1	4																									1	30								1						0	1					1	8	8	1	1	1										par1*(lvl+skill('Cow Balloon'.blvl))	hp %	ulvl	pet lvl	(par3+ast5)*(100+pst1)/100	Def calc for display							20	hp% per level	5	def% per level	60	base def for display	7	def per level							10	damage synergy									1								3		128	128	256	384	512	512	256	128	256	384	512	512	(skill('Rabies'.blvl)+skill('Cycle of Life'.blvl)+skill('Vines'.blvl))*par8	pois	3	3	6	9	12	12	6	3	6	9	12	12	(skill('Rabies'.blvl)+skill('Cycle of Life'.blvl)+skill('Vines'.blvl))*par8	100								100	0
Cycle of Life	523		cycle of life		115																			vine_beast				fireresist	"min(75,10+lvl)"	coldresist	"min(75,10+lvl)"	lightresist	"min(75,10+lvl)"	poisonresist	"min(75,10+lvl)"	armorclass	par4*lvl												item_armor_percent	par2*lvl																											cycleoflife	cyclevine	1+blvl/5	S1	CorpseCycler	lvl+stat('item_summskills'.accr)	Plague Poppy	skill('Plague Poppy'.blvl)	Vines	skill('Vines'.blvl)	Volcano	skill('Volcano'.blvl)+skill('Firestorm'.blvl)	Flameburst	skill('Flameburst'.blvl)				druid_summon																																	1	0		none												SC	SC	xx				1	4																									12	25					Plague Poppy			1						0	1					1	7	32	3	1	1										par1*(lvl+skill('Cow Balloon'.blvl))	hp %	ulvl	pet lvl	(par3+ast5)*(100+pst1)/100	Def calc for display							20	hp% per level	5	def% per level	80	base def for display	6	def per level							10	damage synergy									1								8															fire	2	2	4	6	10	10	4	2	4	6	10	10	(skill('Volcano'.blvl)+skill('Flameburst'.blvl)+skill('Firestorm'.blvl)+skill('Plague Poppy'.blvl)+skill('Vines'.blvl))*par8									100	0
Twin Fangs Fire	524		twin fangs	6	11													twinfangs	twinfangs	twinfangs																													passive_summ_mastery	stat('passive_summ_mastery'.accr)																																																											19						twinfangs	twinfangs	twinfangs										1	0		h2h												A1	A1	A1				1	4																									6	30					Summon Spirit Wolf									0	0					1	8	4	1	1	1										1+lvl/20+skill('Feral Mastery'.lvl)/20	# missiles																									5	damage synergy									1								8															fire	2	1	2	3	4	5	4	2	3	4	5	6	(100+(skill('Summon Spirit Wolf'.blvl)+skill('Contagion'.blvl)+skill('Call of the Wild'.blvl)+skill('Summon Grizzly'.blvl))*par8)*(100+stat('passive_summ_mastery'.accr)+skill('Feral Mastery'.lvl)*2)/100-100									100	0
Twin Fangs Cold	525		twin fangs	6	11													twinfangs	twinfangs	twinfangs																													passive_summ_mastery	stat('passive_summ_mastery'.accr)																																																											19						twinfangs	twinfangs	twinfangs										1	0		h2h												A1	A1	A1				1	4																									6	30					Summon Spirit Wolf									0	0					1	8	4	1	1	1										1+lvl/20+skill('Feral Mastery'.lvl)/20	# missiles																									5	damage synergy									1								8															cold	2	1	2	3	4	5	4	2	3	4	5	6	(100+(skill('Summon Spirit Wolf'.blvl)+skill('Contagion'.blvl)+skill('Call of the Wild'.blvl)+skill('Summon Grizzly'.blvl))*par8)*(100+stat('passive_summ_mastery'.accr)+skill('Feral Mastery'.lvl)*2)/100-100	25	5	5	5					100	0
Ice Explosion	526		ice explosion	17	63													iceexplosion																																																																											1	druid_windcast								impact_shatter_1			ice_cast_3			21	33						corpseexplosion	iceexplosion	bluelightmissile										1	0		none												SC	SC	xx				1				1		1	1									1			3				necromancer_corpse_cast			24	20					Hurricane									0	1					1	7	40	3	1																																					5	damage synergy									1								6															cold	4	4	5	7	9	11	6	6	7	9	11	13	(skill('Elemental Form'.blvl)+skill('Frozen Blast'.blvl)+skill('Cyclone Armor'.blvl)+skill('Hurricane'.blvl)+skill('Monsoon'.blvl))*par8	50	20	20	20					100	0
Revive	527		revive	21	58																							damagepercent	(100+(skill('Skeleton Mastery'.lvl)+skill('Golem Mastery'.lvl))*50)*(100+stat('passive_summ_mastery'.accr))/100-100	velocitypercent	par5	attackrate	25+lvl*2	item_fastercastrate	50+lvl*2														passive_fire_mastery	ast1/2	passive_cold_mastery	ast1/2	passive_ltng_mastery	ast1/2	passive_pois_mastery	ast1/2	passive_fire_pierce	2*lvl	passive_cold_pierce	2*lvl	passive_ltng_pierce	2*lvl	passive_pois_pierce	2*lvl														revive	"min(24,(lvl<4) ?lvl:(2+lvl/4))"	NU													1	necromancer_revive_cast								necromancer_revive_target						24							revivemedium	revivesmall	revivelarge										1	6		none												SC	SC	xx					4			1		3	1																			1	30														0	1					1	8	8	1	1											par1+skill('Skeleton Mastery'.lvl)*skill('Skeleton Mastery'.par3)+(skill('Raise Skeleton'.blvl)+skill('Raise Skeletal Mage'.blvl))*par7	hp % adjustment	ln34	duration									200	additional hp percent	200	additional dmg percent	9000	Duration	0	additional duration/level	100	Velocity bonus for revived			5	additional hp % synergy	7	additional dmg % synergy									1								8																																					64000	0
Shower of Rocks	528		bash	6	11													showerofrocks	showerofrocks	showerofrocks																																																																											barbarian_grunt_small_1	1													19						showerofrocks	showerofrocks	showerofrocks										1	7		h2h		mele										A1	A1	A1				1		1	1								1					1										18	25					Concentrate									1	1					1	6	16	1	1											1	# of missiles											180	Damage % base	35	Damage % per level	0	Min Damage	0	Min Damager per level	5	rocks	4	1 rock per x levels	20	hit synergy	10	damage synergy									1								8		2	2	2	3	4	4	4	4	4	5	6	6	(100+lvl*10+skill('FireGolem'.blvl)*skill('FireGolem'.par8))*(100+stat('passive_summ_mastery'.accr))/100-100																				4			1000	0
